Vmag,Plx,e_Plx,B-V,SpType,Amag,TargetClass
5.97,8.26,0.57,0.974,G3V,15.554899,1
7.5,18.14,0.88,0.548,G0V,18.793186,1
4.37,1.02,0.71,-0.132,O9Ib,9.413,0
8.55,0.81,1.0,-0.08,B8V,13.092425,1
6.97,3.21,0.6,1.377,K3III,14.502525,0
9.53,2.67,1.71,0.838,G0III,16.662556,0
8.82,15.64,0.78,0.58,G0V,19.791183,1
9.14,-0.01,1.34,1.6,C5II,4.1400003,0
6.97,8.54,0.54,0.166,A4Vs...,16.627289,1
5.16,6.18,0.66,-0.073,B3V,14.114943,1
6.8,7.24,0.61,1.132,K0III,16.098694,0
7.01,6.62,0.98,0.066,B9III/IV,16.11429,1
6.76,3.19,1.15,0.399,F2III/IV,14.278954,1
7.4,0.3,0.89,-0.027,B3III,9.785606,0
6.6,4.92,0.6,1.085,K0III,15.059826,0
8.6,0.85,1.04,0.921,G6III,13.247095,0
8.89,3.74,0.78,1.071,G8/K0III,16.754358,0
8.72,2.21,0.81,0.965,G6III,15.441961,0
8.35,2.35,1.15,1.433,K2V,15.205339,1
9.01,3.04,1.44,0.982,G8III,16.424368,0
8.1,4.7,1.47,0.132,A0/A1V,16.460491,1
8.11,0.89,0.67,-0.036,B8II,12.85695,0
8.21,4.42,0.66,0.964,G8III/IV,16.43711,1
6.88,4.03,0.83,1.403,K2/K3IIICNp,14.906526,0
8.65,-0.08,1.48,0.17,B5V:nne,8.165449,1
9.15,9.08,0.85,0.59,F7V,18.94043,1
6.47,7.44,0.55,1.023,K0III,15.827864,0
7.88,3.56,1.03,0.031,B8V,15.63725,1
7.22,77.58,1.82,1.271,K7V+...,21.668749,1
8.91,3.16,1.08,0.197,A2/A3V,16.408436,1
8.21,4.23,0.98,0.109,A1V,16.341702,1
6.86,2.56,0.61,1.546,K5III,13.901199,0
9.15,48.49,1.23,1.175,K5V,22.57826,1
8.77,3.68,0.89,1.222,G8/K0III,16.59924,0
5.47,7.52,1.09,-0.042,B9Vn,14.8510895,1
8.52,0.85,1.06,0.18,B8II,13.167095,0
8.81,1.87,1.23,1.176,K1/K2III,15.169209,0
8.14,3.42,1.05,1.086,K1III,15.810131,0
5.52,11.0,0.85,0.17,A4IV/V,15.726965,1
9.22,1.77,1.23,0.24,A6IV,15.459867,1
7.94,13.76,0.85,0.503,F8V,18.633093,1
7.45,5.64,0.57,0.039,B9.5V,16.206394,1
8.86,2.66,1.18,1.264,K2III,15.984408,0
7.31,0.81,0.62,0.888,G0II,11.852425,0
9.6,0.62,1.31,-0.105,B8V,13.561958,1
7.95,1.35,0.7,1.337,K3III,13.601669,0
8.9,1.77,0.75,0.953,G5IV,15.139866,1
9.93,19.11,2.55,1.01,K0V,21.336304,1
7.97,1.46,0.79,-0.033,B8V,13.791764,1
6.97,3.92,0.99,1.483,K5III,14.93643,0
6.66,15.53,0.84,0.388,F3V,17.615856,1
8.12,4.44,1.12,1.041,G8II/III,16.356915,0
6.12,24.86,0.55,0.426,F3/F5V,18.097506,1
8.38,0.75,1.06,1.48,G5III,12.755306,0
4.83,11.06,0.48,0.058,A2IV/V,15.048775,1
8.65,2.09,1.02,1.449,M5/M6III,15.250731,0
8.25,6.27,1.18,0.374,A9V,17.236338,1
9.01,32.66,1.09,0.98,K2IV/V,21.580082,1
8.07,3.32,0.98,0.384,F3IV/V,15.67569,1
7.93,2.13,1.02,1.49,K5III,14.5718975,0
8.25,1.78,0.79,-0.014,B9III,14.5021,0
3.96,5.89,0.72,-0.025,B3Ve,12.810576,1
9.49,3.78,1.61,0.503,F6/F7V,17.377459,1
6.71,2.12,0.76,1.039,G8II,13.34168,0
7.59,4.48,0.6,0.969,K0III,15.84639,0
5.78,4.0,0.49,1.71,M0/M1III,13.7903,0
8.19,6.05,0.76,0.11,A2V,17.098778,1
6.7,10.72,0.62,0.534,F7IV,16.850975,1
10.41,7.57,1.63,0.567,G3/G5V,19.80548,1
8.38,2.85,2.06,0.993,G8/K0III,15.654224,0
8.45,2.41,1.09,1.201,K1III,15.360085,0
7.16,4.51,1.11,0.907,G8/K0III:,15.430882,0
9.42,4.12,1.35,0.434,F2V,17.494486,1
8.93,2.97,0.82,0.039,A0V,16.293781,1
8.21,4.3,0.85,-0.03,B8/B9V,16.377342,1
9.03,4.26,1.25,0.478,F3V,17.177048,1
9.26,6.24,1.36,0.79,G5IV-V,18.235924,1
8.37,8.36,1.05,0.345,A9/F0V,17.981031,1
9.38,5.98,1.58,0.692,G3V,18.263506,1
6.13,7.93,0.85,0.997,K0III,15.626366,0
6.77,6.37,1.07,1.77,M3/M4III,15.790697,0
9.71,3.65,1.22,1.134,G5V,17.521465,1
9.04,1.71,0.8,1.208,K2III,15.204981,0
9.98,5.94,1.8,0.874,G2III,18.84893,0
9.73,10.59,1.67,0.666,K(1)V + G,19.85448,1
7.95,1.42,0.98,0.067,B9III,13.711441,0
7.16,3.45,0.66,1.201,K1III,14.849095,0
8.71,2.31,1.02,1.36,K1/K2III,15.52806,0
8.06,8.11,0.92,0.18,A1V,17.605106,1
8.97,7.35,0.95,0.751,G8V,18.301437,1
6.78,0.14,0.87,0.118,B2/B3II,7.5106406,0
8.31,2.15,1.11,0.294,B3V,14.972193,1
9.51,1.93,1.03,1.062,K0III,15.937786,0
7.54,3.92,0.94,1.296,K3III,15.50643,0
7.87,2.62,0.67,1.204,K1II/III,14.961507,0
8.56,1.93,2.01,0.535,A1V,14.987787,1
8.46,4.61,0.71,1.096,K2III,16.778503,0
8.2,0.42,1.24,1.855,G5Iab,11.316246,0
8.72,5.23,1.41,1.054,K0III,17.312508,0
8.53,5.97,1.01,0.245,A8V,17.40987,1
6.52,6.28,0.77,1.039,K0III,15.509798,0
7.22,8.63,1.28,0.397,F5III,16.900053,0
7.95,2.88,0.97,1.045,K0III,15.246963,0
8.97,8.19,1.66,0.608,G1/G2V,18.536419,1
6.55,5.86,0.72,1.186,K1III,15.389488,0
9.04,5.95,1.5,0.569,F6V,17.912584,1
6.09,27.18,4.3,0.632,G2V,18.261248,1
8.46,6.89,1.06,0.327,F0V,17.651096,1
8.51,1.48,1.15,1.779,M1III,14.361309,0
8.18,23.47,1.04,0.668,G5V,20.032566,1
11.22,2.46,1.77,0.906,G5III,18.174675,0
7.36,12.77,0.95,0.415,F3V,17.890955,1
9.46,4.83,1.38,0.45,F2V,17.879734,1
4.25,8.39,0.79,1.55,K5III,13.86881,0
7.89,6.87,1.2,1.115,K1III,17.074783,0
5.48,6.14,0.62,1.259,K2III,14.420841,0
6.23,6.48,0.86,-0.005,B9V,15.287874,1
9.05,2.25,1.89,0.439,F3V,15.810913,1
9.33,3.28,1.31,0.412,F2IV,16.90937,1
9.55,4.07,1.55,0.48,F2/F3V,17.597973,1
8.83,2.12,1.23,1.026,K0III,15.461679,0
6.36,7.65,0.59,0.951,G8III,15.778307,0
9.05,9.5,0.79,0.602,G2V,18.938618,1
8.51,15.95,0.97,0.492,F6V,19.523804,1
8.11,1.59,1.03,1.472,K3/K4III,14.116985,0
8.32,3.61,0.99,0.997,G8III,16.107536,0
4.28,21.41,0.45,0.114,A3IV-Vn,15.9330845,1
6.76,27.86,0.82,0.527,G0V,18.984905,1
8.82,12.01,0.9,0.57,F7V,19.217716,1
7.56,13.52,1.39,0.47,F5V,18.214884,1
6.9,5.13,0.74,0.961,G8/K0III,15.450586,0
8.58,0.46,1.38,1.573,K3/K4III,11.893789,0
5.18,2.0,0.56,-0.187,B2IV-V+...,11.68515,1
9.36,3.46,1.54,0.628,G2V,17.05538,1
8.3,3.27,0.79,1.152,K0IV,15.87274,1
8.42,74.45,1.11,1.202,K5V,22.779324,1
8.15,6.35,0.75,0.418,F3IV,17.163868,1
7.22,5.12,0.77,1.086,K1III,15.76635,0
6.7,3.0,0.92,1.618,M4III:,14.085606,0
7.54,11.91,1.43,0.46,F3/F5V,17.91956,1
8.52,0.31,1.06,1.13,K0III,10.976809,0
5.35,50.25,0.81,0.47,F6V,18.85568,1
8.47,2.15,0.69,0.065,B8III,15.132193,0
8.32,0.19,0.95,0.495,B0.5III,9.713768,0
9.4,1.51,1.01,0.047,B7/B8V,15.294884,1
8.9,-1.16,1.44,1.879,M3IIIvar,14.22229,0
7.47,14.98,0.94,0.487,F6V,18.347559,1
9.23,-0.73,1.36,1.265,K1/K2III,13.546614,0
9.18,9.77,1.04,0.602,G2V,19.129475,1
8.56,2.47,1.2,1.054,K0III,15.523485,0
6.21,8.3,0.83,0.242,A8/A9III/IV,15.80539,1
9.22,3.77,1.27,0.871,G5V,17.101707,1
7.89,3.12,1.02,1.446,K1III,15.360773,0
7.97,2.19,1.47,1.036,G8/K0III,14.67222,0
3.93,13.15,0.85,0.758,G4III...,14.524628,0
9.56,19.52,1.05,0.864,K0IV/V,21.012398,1
9.45,1.14,0.96,0.024,B9.5V,14.734524,1
5.0,3.92,0.5,1.545,K5III,12.966431,0
9.24,13.58,1.52,0.636,G2V,19.9045,1
7.38,4.41,0.92,1.272,K0III,15.602193,0
7.25,11.94,1.06,0.699,G3III/IV,17.635021,1
7.28,11.96,0.84,0.446,F5V,17.668655,1
7.02,8.55,1.72,-0.1,A3/A4V,16.67983,1
7.77,2.21,0.65,1.252,G3V,14.4919615,1
7.51,2.15,0.9,1.45,K3IIICN...,14.172193,0
8.53,2.77,1.16,0.075,A0IV,15.742398,1
7.78,20.49,0.81,0.641,G1/G2IV/V,19.337711,1
8.2,4.73,1.03,1.155,K0III,16.574306,0
7.41,7.67,1.01,0.198,A3III/IV,16.833977,1
8.07,4.3,0.66,1.168,K0IIICN...,16.237343,0
9.4,5.52,0.82,0.512,F5V,18.109695,1
9.36,13.65,1.31,0.585,G3V,20.035664,1
8.14,4.82,0.94,1.239,K2III,16.555237,0
8.33,5.08,1.18,1.432,K3III,16.859318,0
4.68,17.12,0.61,0.132,A5V,15.847519,1
8.05,3.32,1.12,0.079,B8Vev comp,15.655691,1
9.07,0.93,1.09,0.006,B8/B9V,13.912415,1
9.24,7.06,1.3,0.403,F2V,18.484024,1
5.85,5.2,0.57,0.827,K0/K1III+..,14.430016,0
8.77,2.05,1.03,-0.105,B8II/III,15.32877,0
8.91,4.24,1.32,1.089,K1III,17.04683,0
5.79,9.52,0.73,-0.064,B8/B9V,15.683185,1
8.68,5.54,1.04,0.426,F4IV,17.397549,1
6.18,3.0,0.51,-0.1,B3V,13.565606,1
6.01,4.98,0.62,1.319,K4III,14.496147,0
8.11,5.81,0.97,0.507,F5V,16.930882,1
7.71,6.66,1.09,0.406,F3V,16.82737,1
8.56,1.37,1.0,1.972,K7III,14.243603,0
7.74,15.17,0.71,0.49,F6V,18.644928,1
5.32,25.45,0.54,0.411,F2III,17.348438,0
7.48,18.86,0.92,0.605,G0V,18.857708,1
5.93,2.07,0.68,0.002,B1.5IIIne,12.509851,0
10.18,2.93,1.9,0.635,G2/G3V,17.51434,1
8.23,2.19,1.02,1.541,M2/M3III,14.93222,0
8.87,1.56,1.11,0.327,A5III,14.835623,0
6.8,5.27,0.5,0.919,G8III,15.409053,0
4.3,2.75,0.59,0.082,B6Ib,11.496664,0
6.92,7.5,1.02,0.962,G8III,16.295307,0
8.42,2.28,2.92,1.25,K2III...,15.209675,0
9.31,24.12,1.34,0.988,K1/K2V,21.221886,1
7.58,1.73,0.86,-0.09,B7II,13.770231,0
7.78,2.09,1.02,1.574,M2III,14.380732,0
7.74,3.92,1.24,1.018,K0III,15.70643,0
8.04,2.17,1.08,1.603,K2III,14.722299,0
8.8,1.57,0.8,1.06,G8III,14.779499,0
8.66,1.55,1.2,0.068,B8/B9III,14.611658,0
8.26,2.95,0.72,1.136,K1III,15.60911,0
8.24,25.29,1.11,0.78,G8V,20.254744,1
8.27,17.49,1.39,-0.4,G0V,19.48395,1
9.02,0.7,1.35,0.911,K0III,13.245491,0
7.75,0.72,0.89,-0.01,B8/B9III,12.036663,0
6.23,16.65,0.74,1.008,K0IV,17.33707,1
9.32,3.24,1.69,0.585,F3/F5V,16.872725,1
7.49,392.4,0.91,1.502,M2V,25.458645,1
6.99,5.93,0.76,0.029,A0V,15.855272,1
9.71,5.46,0.99,0.52,F8/G0V,18.395962,1
8.37,12.48,0.75,0.501,F6V,18.851072,1
8.78,6.93,1.71,0.429,F5V,17.983665,1
8.08,31.12,1.11,0.871,K1IV,20.545198,1
6.64,7.69,0.79,0.377,F5III,16.069632,0
9.61,5.31,1.36,0.34,F0V,18.235474,1
8.93,4.76,1.15,0.31,A9V,17.318035,1
7.72,2.42,0.56,1.356,K3III,14.639076,0
7.72,6.24,0.98,0.42,F2/F3III,16.695923,0
5.24,4.96,0.78,1.465,K4III,13.717408,0
8.35,1.58,0.73,1.438,K2III,14.343286,0
8.22,11.98,1.7,0.614,F8V,18.612286,1
5.79,19.65,4.61,0.127,A3V,17.256813,1
9.36,1.11,1.28,1.1,G8III,14.586615,0
5.59,13.3,0.57,0.105,A4V,16.209259,1
7.6,2.78,1.01,1.17,K2III,14.820225,0
6.34,16.69,0.78,0.484,F6V,17.452282,1
9.59,2.91,1.67,0.901,G8IV/V,16.909466,1
5.52,5.77,0.84,0.015,B9.5Vn,14.32588,1
6.21,4.53,0.54,-0.05,B9V,14.490491,1
6.72,1.74,0.57,1.618,K4III,12.922746,0
8.8,15.4,1.36,0.611,G2V,19.737604,1
6.32,6.95,0.81,1.099,G9III:,15.529924,0
8.27,3.19,0.69,1.317,K3III,15.788954,0
8.46,3.94,1.14,0.541,F0V,16.43748,1
9.7,8.72,1.26,0.608,G5V,19.402582,1
8.48,0.75,1.14,0.181,B9IV,12.855306,1
8.79,0.37,1.31,0.409,A5III,11.631008,0
8.25,3.38,1.0,0.087,A0IV,15.894584,1
6.48,7.68,0.82,0.959,G8III,15.906805,0
7.87,1.43,0.84,0.256,B1Ib/II,13.64668,0
8.74,2.91,1.25,0.469,F6IV + F6IV,16.059464,1
8.3,5.04,1.18,0.727,F6III,16.812153,0
9.38,8.77,1.45,0.51,A9V,19.094997,1
7.32,2.13,0.84,1.53,K4III,13.961899,0
8.73,1.52,0.76,1.31,K2/K3III:,14.639217,0
5.69,7.76,1.11,-0.01,B9.5Vn,15.139309,1
7.99,3.03,0.78,1.455,K3III,15.397213,0
7.88,3.47,0.66,0.051,A1IV,15.581648,1
9.72,3.89,1.58,0.499,F2V,17.669748,1
8.94,10.63,0.9,0.545,F7V,19.072666,1
9.03,4.07,1.21,0.29,A6IV,17.077972,1
8.23,1.86,0.69,1.359,K3III,14.577564,0
7.0,7.25,0.81,0.991,K1III,16.30169,0
9.34,2.83,1.31,0.034,B1/B2II/III,16.598932,0
7.12,6.56,0.66,1.121,K1III,16.20452,0
8.09,0.46,0.97,-0.106,B3II,11.4037895,0
7.79,4.52,0.89,1.086,K1III,16.065693,0
8.88,5.02,1.52,0.99,G8III,17.383518,0
7.51,15.12,1.09,0.413,F2V,18.40776,1
9.26,-0.16,3.14,1.277,K1/K2III+F/G,10.2806,0
8.9,4.3,1.39,0.644,F3V,17.06734,1
6.11,0.57,0.69,-0.151,O9IIInn,9.889375,0
6.51,6.24,0.59,1.087,K1III,15.485924,0
8.86,22.29,1.46,0.84,K1V,20.600552,1
6.82,5.78,0.83,1.171,K2III,15.629639,0
7.95,1.18,0.68,0.609,F3II,13.30941,0
8.05,6.9,1.22,0.396,A9V,17.244246,1
7.45,0.6,0.93,1.802,K3Ib:,11.340756,0
8.77,6.34,1.42,0.367,F0IV,17.780447,1
8.55,2.78,1.13,1.461,K4III,15.770225,0
6.11,8.5,0.98,0.184,A7IV,15.757095,1
6.35,5.28,0.96,-0.044,B9Vn,14.963169,1
7.72,1.01,0.63,1.482,K4III,12.741606,0
8.18,9.24,0.98,0.956,K0IV,18.00836,1
6.9,8.73,0.76,0.508,F6III,16.605072,0
7.14,8.77,0.83,0.215,A7V,16.854998,1
8.6,1.99,0.77,0.098,B6III,15.094265,0
8.37,8.09,1.07,0.622,G0V,17.909742,1
9.98,6.14,6.14,0.35,F1Vn,18.920841,1
7.57,5.28,0.91,1.147,K0III,16.18317,0
6.28,17.51,0.73,0.622,G1V,17.496431,1
8.46,8.17,1.12,0.308,A9V,18.02111,1
9.19,7.83,2.39,0.641,G3V,18.65881,1
9.99,19.35,1.79,1.05,K4V,21.423405,1
8.63,-0.97,1.18,-0.089,B1/B2II,13.563859,0
7.26,2.6,0.73,1.415,K4III,14.334867,0
10.85,5.81,1.89,0.64,K0III,19.670881,0
8.81,-0.16,1.26,1.367,K3III,9.830601,0
5.51,2.02,0.63,1.397,K3II-III,12.0367565,0
9.16,1.34,1.41,0.015,B9.5V,14.795524,1
9.65,6.82,1.73,1.161,K2III,18.81892,0
7.12,26.61,1.13,0.564,G0V,19.245224,1
7.35,13.26,0.6,0.429,F2V,17.962717,1
8.86,0.11,1.48,0.958,G8III,9.066963,0
8.01,6.9,0.97,0.295,A9/F0III,17.204247,0
6.39,5.55,0.89,0.98,K0III,15.111465,0
7.26,6.6,0.84,0.02,B9.5V,16.35772,1
8.89,3.91,1.51,0.04,A0V,16.850883,1
6.3,2.55,0.73,0.868,G5II,13.332701,0
8.09,2.71,0.59,0.971,G8/K0III/IV,15.254847,1
6.54,7.14,0.82,0.97,G8II,15.808492,0
5.9,6.27,0.85,1.069,G9III,14.886337,0
8.65,7.24,1.88,0.476,F3/F5V,17.948692,1
8.17,3.51,1.28,-0.06,B6V,15.896536,1
7.88,7.05,1.53,0.42,F3V,17.120945,1
7.24,2.76,0.86,1.128,K1IIICN...,14.444546,0
8.88,3.93,0.75,0.498,F5V,16.851963,1
7.73,1.45,0.83,1.584,M3/M4III,13.53684,0
9.5,16.41,0.93,0.768,G8V,20.575542,1
8.93,4.82,0.94,0.183,A0V,17.345236,1
8.89,15.89,1.17,0.658,G5V,19.89562,1
7.98,4.1,0.72,0.887,G8/K0III,16.043919,0
9.23,15.02,1.67,0.584,G3V,20.11335,1
8.49,4.73,1.25,0.471,F3/F5V,16.864305,1
6.33,17.15,0.78,0.461,F6V,17.50132,1
8.89,-0.19,1.29,0.013,A0V,10.283768,1
8.81,3.9,1.35,1.099,G8IV,16.765324,1
7.95,3.38,0.91,1.028,G8/K0III,15.5945835,0
6.15,8.6,0.79,0.911,G5IV,15.822493,1
6.91,3.69,0.8,1.123,K0III,14.7451315,0
5.9,3.93,1.45,1.414,M4III,13.8719635,0
5.24,60.56,0.73,0.575,G0V,19.15093,1
8.59,1.9,0.76,1.04,K1/K2IIIp,14.983768,0
9.86,0.27,1.51,1.022,G9III,12.016819,0
8.5,14.97,2.56,0.66,G3V,19.37611,1
7.08,11.11,0.85,0.243,A9III,17.308569,0
8.66,4.01,1.06,0.391,F2V,16.675722,1
8.51,7.79,1.33,0.63,G1V,17.967688,1
5.71,11.4,0.76,1.05,K0III,15.994524,0
8.51,2.7,1.23,1.205,K0III,15.66682,0
9.25,3.58,0.92,1.048,G8/K0III,17.019415,0
8.92,1.38,0.96,1.147,K1III,14.619396,0
6.19,5.63,0.59,1.606,M0III,14.942543,0
8.14,3.82,0.97,-0.028,B8/B9IV/V,16.050318,1
9.78,2.68,1.16,0.683,F5IV/V,16.920673,1
8.48,2.8,1.07,1.039,G8IV,15.71579,1
7.74,3.79,1.06,0.078,B8V,15.633196,1
8.93,1.89,2.4,1.101,K0III,15.312309,0
8.72,3.96,1.18,1.084,G8IV,16.708477,1
7.63,3.55,1.0,1.503,K4III,15.381142,0
7.98,2.27,0.66,0.76,F7/F8III,14.760129,0
8.88,1.84,0.84,0.01,B9V,15.204089,1
6.76,10.44,0.55,0.064,A1IV/V,16.853504,1
7.58,3.23,0.57,0.088,A3V,15.126013,1
7.35,2.48,1.0,1.502,M3III,14.322258,0
7.38,5.0,1.18,1.0,K0III,15.87485,0
9.16,4.81,1.11,0.232,A2III,17.570724,0
6.61,2.62,0.91,1.086,K0III,13.701508,0
8.12,2.39,1.04,1.512,K4III,15.01199,0
8.1,2.03,0.69,1.495,K5III,14.637481,0
6.93,1.49,0.89,0.017,B8Ib/II,12.795931,0
10.47,10.75,2.32,1.079,K5V,20.62704,1
8.55,2.42,1.25,0.267,B0V,15.469077,1
8.2,10.89,1.18,0.795,G6IV,18.38514,1
7.7,7.39,0.87,0.407,F3V,17.043222,1
9.73,30.6,1.11,1.278,K5V,22.158607,1
7.97,2.36,0.87,-0.026,B9V,14.834559,1
8.79,6.7,1.2,0.342,F1V,17.920374,1
8.9,0.76,1.41,1.54,K4III,13.304068,0
6.91,7.46,0.85,0.115,A3V,16.273693,1
7.19,3.15,0.69,1.558,M4III,14.681553,0
10.0,15.57,1.81,0.9,K2V,20.961443,1
6.99,31.77,0.85,0.581,G0V,19.500086,1
8.13,2.61,0.68,-0.027,B8/B9IV:,15.213202,1
8.95,3.03,1.39,1.045,G8/K0III,16.357212,0
7.74,2.81,0.8,0.95,G8III,14.983531,0
8.77,11.82,1.52,0.602,G3V,19.133087,1
7.99,3.63,1.15,1.219,K0III,15.789534,0
8.77,3.21,1.19,1.053,K5V,16.302525,1
7.99,4.99,1.01,1.082,G5III,16.480503,0
7.43,1.0,0.81,1.547,K3III,12.43,0
8.62,2.67,1.4,1.04,G8IV,15.752556,1
4.82,2.02,0.7,-0.212,B1Ib,11.346757,0
9.45,5.03,1.29,0.709,G3V,17.95784,1
8.28,4.4,1.15,1.133,K0/K1IV,16.497263,1
6.53,3.69,0.73,0.051,A0Vs,14.365131,1
8.41,13.02,1.01,0.53,F5V,18.983055,1
7.36,1.34,0.83,1.538,K5III,12.995523,0
7.78,15.43,0.92,0.526,F6V,18.72183,1
5.58,11.14,0.79,1.041,G9III,15.814426,0
7.79,2.61,1.22,1.477,K3III,14.873202,0
8.96,3.46,1.15,1.607,K2/K3III,16.65538,0
7.55,10.7,1.4,0.475,F5V,17.696918,1
6.08,5.22,0.92,1.112,K0III,14.668352,0
7.59,1.49,1.03,0.494,F5II,13.455932,0
7.73,3.35,0.59,1.648,K3III,15.355225,0
4.68,11.9,0.95,1.31,K3III,15.057735,0
6.08,12.47,1.03,0.979,K0III,16.559332,0
5.65,3.56,0.7,1.497,K4III,13.407249,0
9.71,1.9,1.49,0.17,B9.5V,16.103767,1
3.59,111.49,0.6,0.481,F7V,18.82618,1
9.14,15.28,1.47,0.715,G5V,20.06062,1
7.8,20.45,2.44,0.542,G2V,19.353466,1
7.58,2.9,1.57,0.043,B9IV,14.891991,1
8.97,2.45,1.02,1.03,G8/K0III/IV,15.915831,1
8.68,1.6,0.8,1.132,K0III,14.700601,0
7.73,1.95,1.06,0.072,B0III/IV,14.180174,1
7.74,1.66,0.75,1.678,M1III,13.84054,0
8.28,6.96,1.06,0.831,G6IV,17.493046,1
8.47,5.56,1.14,0.241,A2IV,17.195374,1
7.65,4.41,0.91,1.166,K1III,15.872192,0
7.62,3.23,1.1,1.083,K0III,15.166012,0
7.65,9.26,0.61,0.393,F0V,17.483055,1
8.25,1.81,1.07,1.564,K4/K5III,14.538393,0
8.92,4.3,0.7,0.377,F0V,17.087341,1
7.77,0.94,0.92,-0.03,B9IV,12.635639,1
8.48,3.62,0.71,0.373,F0/F2IV,16.273542,1
8.32,5.23,1.56,1.12,K0III,16.912508,0
5.71,4.8,0.68,1.646,K5/M0III,14.116206,0
4.58,9.42,1.52,-0.073,B8V,14.450254,1
8.87,0.28,1.5,2.651,C3II,11.10579,0
6.21,11.28,0.68,0.098,A2/A3V,16.471546,1
6.03,7.52,0.62,1.03,K0III,15.411089,0
8.13,3.66,0.7,0.08,B3V,15.947406,1
7.92,1.23,1.09,1.709,M1III,13.369526,0
6.31,11.58,0.71,0.064,A2V,16.628542,1
9.01,2.9,1.25,1.18,K0III,16.321991,0
8.8,1.5,1.24,1.249,K1/K2III,14.680456,0
7.73,20.34,0.91,0.614,G3V,19.271755,1
8.36,1.5,0.87,0.05,A0V,14.240456,1
8.71,2.67,1.31,1.205,K1III,15.842556,0
7.66,4.2,1.28,0.12,A1V,15.776246,1
6.32,4.32,0.9,0.825,K0III+...,14.497419,0
5.81,21.16,0.74,0.289,F0III-IV,17.437578,1
9.52,6.61,1.54,0.796,G8/K0V,18.621008,1
9.43,10.39,1.05,0.748,G5V,19.513077,1
7.08,17.41,0.82,0.43,F3V,18.283993,1
8.55,13.05,1.3,0.502,F5V,19.128052,1
8.92,8.48,1.23,0.469,F3/F5V,18.56198,1
9.52,3.53,2.14,0.474,F3V,17.258873,1
9.0,8.59,1.13,0.452,F5IV,18.669966,1
8.21,1.36,0.99,1.127,K1III,13.877695,0
9.59,10.39,1.44,0.558,F7V,19.673077,1
9.35,7.85,2.32,0.244,B9III,18.824348,0
7.44,7.17,0.99,1.215,K1III,16.717596,0
4.51,16.97,0.77,0.062,A1V,15.65841,1
9.1,7.57,1.27,0.454,F3V,18.49548,1
8.28,2.72,0.89,1.0,K1III,15.452845,0
8.79,-0.35,0.9,0.349,B1II,11.51034,0
9.61,3.35,1.54,0.536,G0Vw,17.235224,1
9.9,48.26,3.16,1.4,M0.5V:e,23.317936,1
8.81,2.45,0.72,-0.017,B7/B8IV/V,15.755831,1
9.21,38.92,1.38,1.16,K4V,22.160864,1
7.64,3.38,1.04,1.04,G8III,15.284584,0
6.3,3.31,0.78,1.265,K2IIICN-1,13.899139,0
9.39,6.65,1.6,0.663,G0V,18.504108,1
4.12,4.51,0.76,0.935,G0Ib...,12.3908825,0
6.26,23.95,0.94,0.618,G0V,18.156527,1
7.13,7.4,0.87,0.573,G0III,16.476158,0
9.0,2.73,1.37,0.169,A2V,16.180813,1
8.81,2.99,1.26,0.315,F0III:,16.188356,0
4.67,5.84,0.85,-0.096,B3V,13.502065,1
7.18,4.64,0.82,1.263,K2III,15.51259,0
8.43,0.21,1.02,-0.193,B1III,10.041097,0
9.58,3.71,1.07,0.41,F2V,17.426868,1
7.53,-0.72,0.91,1.677,G5Ia,11.816663,0
9.2,1.86,1.3,1.149,K0/K1III,15.5475645,0
4.46,9.46,0.86,0.672,G8III,14.339456,0
7.82,0.59,0.92,0.032,B5III,11.67426,0
8.43,1.56,1.05,1.137,K1II/III,14.395623,0
8.17,7.97,1.03,0.387,F2V,17.677292,1
9.06,3.76,1.62,0.62,G3/G5V,16.93594,1
8.06,10.71,1.36,0.599,F8IV,18.208946,1
7.91,4.26,0.96,1.036,G8III,16.057049,0
6.25,7.44,0.58,0.915,G8III,15.607864,0
7.2,2.27,0.69,-0.159,B5III,13.980129,0
9.52,1.89,1.37,1.3,K0III,15.902309,0
8.83,4.29,0.8,1.043,K2III,16.992287,0
6.42,2.47,0.72,-0.187,B2IV,13.383485,1
4.72,12.6,0.47,0.042,A2III,15.221851,0
8.38,1.58,0.71,0.704,F7V,14.373285,1
8.38,2.14,1.07,1.579,K5III,15.032069,0
8.87,6.23,0.85,1.019,K1Vp,17.842442,1
9.65,2.13,1.68,1.167,K0III,16.291897,0
8.83,2.76,0.75,0.962,G6IV,16.034546,1
9.3,0.69,1.28,-0.043,B9V,13.494246,1
8.22,3.96,1.1,1.319,K3III,16.208477,0
9.26,2.35,1.5,-0.09,B2III,16.11534,0
8.82,11.88,1.48,0.571,F8V,19.194082,1
7.0,0.44,0.83,1.403,K3III,10.217263,0
7.97,-0.72,0.97,1.568,K4III,12.256662,0
8.42,4.52,1.57,1.565,M5III,16.695692,0
8.89,25.63,0.98,1.052,K2V,20.933743,1
7.15,7.94,0.67,0.996,K0III,16.649103,0
7.31,3.86,0.89,1.103,K0/K1III,15.242937,0
6.59,7.17,0.85,1.322,K3III,15.867596,0
6.33,3.1,0.51,1.501,K3III:,13.786808,0
8.03,10.8,0.85,0.451,F5V,18.19712,1
8.72,4.0,0.79,1.167,K1/K2III,16.7303,0
8.36,1.61,0.79,-0.026,B9.5IV/V,14.394129,1
